web-scraper-order,web-scraper-start-url,navigation,scoreLink,scoreLink-href,HTeam,ATeam,date,detail
"1716287949-152","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=15","3‑3","https://thefishy.co.uk/livematch2/lausanne-sports-v-basel-657944","Lausanne Sports","Basel","24-Apr-2021 19:30","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""3""},{""detail"":""38""},{""detail"":""Possession""},{""detail"":""62""},{""detail"":""9""},{""detail"":""Shots on Target""},{""detail"":""8""},{""detail"":""11""},{""detail"":""Shots off Target""},{""detail"":""6""},{""detail"":""7""},{""detail"":""Shots Outside Box""},{""detail"":""8""},{""detail"":""6.7""},{""detail"":""Shots Per Goal""},{""detail"":""4.7""},{""detail"":""4""},{""detail"":""Shots Blocked""},{""detail"":""3""},{""detail"":""20""},{""detail"":""Attempts on Goal""},{""detail"":""14""},{""detail"":""5""},{""detail"":""Saves""},{""detail"":""6""},{""detail"":""5""},{""detail"":""Corners""},{""detail"":""3""},{""detail"":""6""},{""detail"":""Fouls""},{""detail"":""10""},{""detail"":""0""},{""detail"":""Offsides""},{""detail"":""2""},{""detail"":""344""},{""detail"":""Total Passes""},{""detail"":""557""},{""detail"":""266""},{""detail"":""Accurate Passes""},{""detail"":""469""},{""detail"":""77""},{""detail"":""Pass Accuracy(%)""},{""detail"":""84""}]"
"1716287951-153","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=15","2‑1","https://thefishy.co.uk/livematch2/young-boys-v-fc-sion-657948","Young Boys","FC Sion","25-Apr-2021 15:00","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""4""},{""detail"":""63""},{""detail"":""Possession""},{""detail"":""37""},{""detail"":""6""},{""detail"":""Shots on Target""},{""detail"":""2""},{""detail"":""7""},{""detail"":""Shots off Target""},{""detail"":""6""},{""detail"":""6""},{""detail"":""Shots Outside Box""},{""detail"":""2""},{""detail"":""6.5""},{""detail"":""Shots Per Goal""},{""detail"":""8""},{""detail"":""0""},{""detail"":""Shots Blocked""},{""detail"":""3""},{""detail"":""13""},{""detail"":""Attempts on Goal""},{""detail"":""8""},{""detail"":""1""},{""detail"":""Saves""},{""detail"":""4""},{""detail"":""4""},{""detail"":""Corners""},{""detail"":""5""},{""detail"":""11""},{""detail"":""Fouls""},{""detail"":""6""},{""detail"":""2""},{""detail"":""Offsides""},{""detail"":""3""},{""detail"":""469""},{""detail"":""Total Passes""},{""detail"":""273""},{""detail"":""378""},{""detail"":""Accurate Passes""},{""detail"":""183""},{""detail"":""81""},{""detail"":""Pass Accuracy(%)""},{""detail"":""67""}]"
"1716287954-154","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=15","3‑1","https://thefishy.co.uk/livematch2/fc-luzern-v-fc-zurich-657946","FC Luzern","FC Zurich","25-Apr-2021 15:00","[{""detail"":""4""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""49""},{""detail"":""Possession""},{""detail"":""51""},{""detail"":""4""},{""detail"":""Shots on Target""},{""detail"":""2""},{""detail"":""8""},{""detail"":""Shots off Target""},{""detail"":""5""},{""detail"":""6""},{""detail"":""Shots Outside Box""},{""detail"":""6""},{""detail"":""4""},{""detail"":""Shots Per Goal""},{""detail"":""7""},{""detail"":""2""},{""detail"":""Shots Blocked""},{""detail"":""4""},{""detail"":""12""},{""detail"":""Attempts on Goal""},{""detail"":""7""},{""detail"":""1""},{""detail"":""Saves""},{""detail"":""2""},{""detail"":""4""},{""detail"":""Corners""},{""detail"":""4""},{""detail"":""15""},{""detail"":""Fouls""},{""detail"":""12""},{""detail"":""388""},{""detail"":""Total Passes""},{""detail"":""402""},{""detail"":""308""},{""detail"":""Accurate Passes""},{""detail"":""303""},{""detail"":""79""},{""detail"":""Pass Accuracy(%)""},{""detail"":""75""}]"
"1716287956-155","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=15","0‑1","https://thefishy.co.uk/livematch2/fc-lugano-v-servette-fc-657945","FC Lugano","Servette FC","25-Apr-2021 15:00","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""52""},{""detail"":""Possession""},{""detail"":""48""},{""detail"":""6""},{""detail"":""Shots on Target""},{""detail"":""5""},{""detail"":""3""},{""detail"":""Shots off Target""},{""detail"":""8""},{""detail"":""5""},{""detail"":""Shots Outside Box""},{""detail"":""8""},{""detail"":""N/A""},{""detail"":""Shots Per Goal""},{""detail"":""13""},{""detail"":""5""},{""detail"":""Shots Blocked""},{""detail"":""6""},{""detail"":""9""},{""detail"":""Attempts on Goal""},{""detail"":""13""},{""detail"":""4""},{""detail"":""Saves""},{""detail"":""6""},{""detail"":""4""},{""detail"":""Corners""},{""detail"":""4""},{""detail"":""8""},{""detail"":""Fouls""},{""detail"":""16""},{""detail"":""2""},{""detail"":""Offsides""},{""detail"":""1""},{""detail"":""456""},{""detail"":""Total Passes""},{""detail"":""422""},{""detail"":""371""},{""detail"":""Accurate Passes""},{""detail"":""350""},{""detail"":""81""},{""detail"":""Pass Accuracy(%)""},{""detail"":""83""}]"
"1716287958-156","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=15","1‑2","https://thefishy.co.uk/livematch2/fc-vaduz-v-fc-luzern-657952","FC Vaduz","FC Luzern","01-May-2021 17:15","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""2""},{""detail"":""48""},{""detail"":""Possession""},{""detail"":""52""},{""detail"":""4""},{""detail"":""Shots on Target""},{""detail"":""6""},{""detail"":""4""},{""detail"":""Shots off Target""},{""detail"":""4""},{""detail"":""7""},{""detail"":""Shots Outside Box""},{""detail"":""9""},{""detail"":""8""},{""detail"":""Shots Per Goal""},{""detail"":""5""},{""detail"":""4""},{""detail"":""Shots Blocked""},{""detail"":""5""},{""detail"":""8""},{""detail"":""Attempts on Goal""},{""detail"":""10""},{""detail"":""4""},{""detail"":""Saves""},{""detail"":""3""},{""detail"":""4""},{""detail"":""Corners""},{""detail"":""12""},{""detail"":""18""},{""detail"":""Fouls""},{""detail"":""8""},{""detail"":""2""},{""detail"":""Offsides""},{""detail"":""0""},{""detail"":""379""},{""detail"":""Total Passes""},{""detail"":""391""},{""detail"":""309""},{""detail"":""Accurate Passes""},{""detail"":""300""},{""detail"":""82""},{""detail"":""Pass Accuracy(%)""},{""detail"":""77""}]"
"1716287960-157","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=15","1‑0","https://thefishy.co.uk/livematch2/basel-v-st-gallen-657949","Basel","St Gallen","01-May-2021 19:30","[{""detail"":""2""},{""detail"":""Substitutions""},{""detail"":""4""},{""detail"":""52""},{""detail"":""Possession""},{""detail"":""48""},{""detail"":""3""},{""detail"":""Shots on Target""},{""detail"":""0""},{""detail"":""6""},{""detail"":""Shots off Target""},{""detail"":""4""},{""detail"":""3""},{""detail"":""Shots Outside Box""},{""detail"":""4""},{""detail"":""9""},{""detail"":""Shots Per Goal""},{""detail"":""N/A""},{""detail"":""2""},{""detail"":""Shots Blocked""},{""detail"":""6""},{""detail"":""9""},{""detail"":""Attempts on Goal""},{""detail"":""4""},{""detail"":""0""},{""detail"":""Saves""},{""detail"":""1""},{""detail"":""6""},{""detail"":""Corners""},{""detail"":""10""},{""detail"":""4""},{""detail"":""Fouls""},{""detail"":""10""},{""detail"":""2""},{""detail"":""Offsides""},{""detail"":""0""},{""detail"":""493""},{""detail"":""Total Passes""},{""detail"":""448""},{""detail"":""388""},{""detail"":""Accurate Passes""},{""detail"":""353""},{""detail"":""79""},{""detail"":""Pass Accuracy(%)""},{""detail"":""79""}]"
"1716287962-158","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=15","2‑1","https://thefishy.co.uk/livematch2/servette-fc-v-young-boys-657950","Servette FC","Young Boys","02-May-2021 15:00","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""45""},{""detail"":""Possession""},{""detail"":""55""},{""detail"":""4""},{""detail"":""Shots on Target""},{""detail"":""2""},{""detail"":""9""},{""detail"":""Shots off Target""},{""detail"":""11""},{""detail"":""8""},{""detail"":""Shots Outside Box""},{""detail"":""4""},{""detail"":""6.5""},{""detail"":""Shots Per Goal""},{""detail"":""13""},{""detail"":""2""},{""detail"":""Shots Blocked""},{""detail"":""3""},{""detail"":""13""},{""detail"":""Attempts on Goal""},{""detail"":""13""},{""detail"":""1""},{""detail"":""Saves""},{""detail"":""2""},{""detail"":""4""},{""detail"":""Corners""},{""detail"":""8""},{""detail"":""10""},{""detail"":""Fouls""},{""detail"":""10""},{""detail"":""1""},{""detail"":""Offsides""},{""detail"":""1""},{""detail"":""429""},{""detail"":""Total Passes""},{""detail"":""513""},{""detail"":""325""},{""detail"":""Accurate Passes""},{""detail"":""423""},{""detail"":""76""},{""detail"":""Pass Accuracy(%)""},{""detail"":""82""}]"
"1716287964-159","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=15","3‑0","https://thefishy.co.uk/livematch2/fc-zurich-v-fc-lugano-657953","FC Zurich","FC Lugano","02-May-2021 15:00","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""45""},{""detail"":""Possession""},{""detail"":""55""},{""detail"":""7""},{""detail"":""Shots on Target""},{""detail"":""0""},{""detail"":""3""},{""detail"":""Shots off Target""},{""detail"":""6""},{""detail"":""3""},{""detail"":""Shots Outside Box""},{""detail"":""3""},{""detail"":""3.3""},{""detail"":""Shots Per Goal""},{""detail"":""N/A""},{""detail"":""3""},{""detail"":""Shots Blocked""},{""detail"":""2""},{""detail"":""10""},{""detail"":""Attempts on Goal""},{""detail"":""6""},{""detail"":""0""},{""detail"":""Saves""},{""detail"":""4""},{""detail"":""8""},{""detail"":""Corners""},{""detail"":""4""},{""detail"":""9""},{""detail"":""Fouls""},{""detail"":""18""},{""detail"":""1""},{""detail"":""Offsides""},{""detail"":""2""},{""detail"":""347""},{""detail"":""Total Passes""},{""detail"":""431""},{""detail"":""253""},{""detail"":""Accurate Passes""},{""detail"":""331""},{""detail"":""73""},{""detail"":""Pass Accuracy(%)""},{""detail"":""77""}]"
"1716287966-160","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=15","1‑1","https://thefishy.co.uk/livematch2/fc-sion-v-lausanne-sports-657951","FC Sion","Lausanne Sports","02-May-2021 15:00","[{""detail"":""2""},{""detail"":""Substitutions""},{""detail"":""4""},{""detail"":""40""},{""detail"":""Possession""},{""detail"":""60""},{""detail"":""7""},{""detail"":""Shots on Target""},{""detail"":""3""},{""detail"":""7""},{""detail"":""Shots off Target""},{""detail"":""7""},{""detail"":""3""},{""detail"":""Shots Outside Box""},{""detail"":""9""},{""detail"":""14""},{""detail"":""Shots Per Goal""},{""detail"":""10""},{""detail"":""3""},{""detail"":""Shots Blocked""},{""detail"":""8""},{""detail"":""14""},{""detail"":""Attempts on Goal""},{""detail"":""10""},{""detail"":""2""},{""detail"":""Saves""},{""detail"":""6""},{""detail"":""6""},{""detail"":""Corners""},{""detail"":""8""},{""detail"":""13""},{""detail"":""Fouls""},{""detail"":""11""},{""detail"":""0""},{""detail"":""Offsides""},{""detail"":""2""},{""detail"":""297""},{""detail"":""Total Passes""},{""detail"":""444""},{""detail"":""204""},{""detail"":""Accurate Passes""},{""detail"":""350""},{""detail"":""69""},{""detail"":""Pass Accuracy(%)""},{""detail"":""79""}]"
"1716287968-161","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=15","0‑2","https://thefishy.co.uk/livematch2/fc-lugano-v-fc-vaduz-657955","FC Lugano","FC Vaduz","08-May-2021 17:15","[{""detail"":""4""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""63""},{""detail"":""Possession""},{""detail"":""37""},{""detail"":""6""},{""detail"":""Shots on Target""},{""detail"":""4""},{""detail"":""11""},{""detail"":""Shots off Target""},{""detail"":""3""},{""detail"":""8""},{""detail"":""Shots Outside Box""},{""detail"":""4""},{""detail"":""N/A""},{""detail"":""Shots Per Goal""},{""detail"":""3.5""},{""detail"":""4""},{""detail"":""Shots Blocked""},{""detail"":""5""},{""detail"":""17""},{""detail"":""Attempts on Goal""},{""detail"":""7""},{""detail"":""2""},{""detail"":""Saves""},{""detail"":""6""},{""detail"":""8""},{""detail"":""Corners""},{""detail"":""2""},{""detail"":""11""},{""detail"":""Fouls""},{""detail"":""11""},{""detail"":""1""},{""detail"":""Offsides""},{""detail"":""0""},{""detail"":""551""},{""detail"":""Total Passes""},{""detail"":""326""},{""detail"":""451""},{""detail"":""Accurate Passes""},{""detail"":""223""},{""detail"":""82""},{""detail"":""Pass Accuracy(%)""},{""detail"":""68""}]"
"1716287970-162","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=15","2‑0","https://thefishy.co.uk/livematch2/young-boys-v-basel-657958","Young Boys","Basel","08-May-2021 19:30","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""4""},{""detail"":""50""},{""detail"":""Possession""},{""detail"":""50""},{""detail"":""4""},{""detail"":""Shots on Target""},{""detail"":""1""},{""detail"":""6""},{""detail"":""Shots off Target""},{""detail"":""2""},{""detail"":""6""},{""detail"":""Shots Outside Box""},{""detail"":""3""},{""detail"":""5""},{""detail"":""Shots Per Goal""},{""detail"":""N/A""},{""detail"":""9""},{""detail"":""Shots Blocked""},{""detail"":""1""},{""detail"":""10""},{""detail"":""Attempts on Goal""},{""detail"":""3""},{""detail"":""1""},{""detail"":""Saves""},{""detail"":""2""},{""detail"":""4""},{""detail"":""Corners""},{""detail"":""2""},{""detail"":""20""},{""detail"":""Fouls""},{""detail"":""11""},{""detail"":""1""},{""detail"":""Offsides""},{""detail"":""3""},{""detail"":""477""},{""detail"":""Total Passes""},{""detail"":""474""},{""detail"":""397""},{""detail"":""Accurate Passes""},{""detail"":""375""},{""detail"":""83""},{""detail"":""Pass Accuracy(%)""},{""detail"":""79""}]"
"1716287972-163","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=15","0‑3","https://thefishy.co.uk/livematch2/st-gallen-v-fc-sion-657957","St Gallen","FC Sion","09-May-2021 15:00","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""4""},{""detail"":""59""},{""detail"":""Possession""},{""detail"":""41""},{""detail"":""9""},{""detail"":""Shots on Target""},{""detail"":""5""},{""detail"":""3""},{""detail"":""Shots off Target""},{""detail"":""7""},{""detail"":""8""},{""detail"":""Shots Outside Box""},{""detail"":""4""},{""detail"":""N/A""},{""detail"":""Shots Per Goal""},{""detail"":""4""},{""detail"":""3""},{""detail"":""Shots Blocked""},{""detail"":""2""},{""detail"":""12""},{""detail"":""Attempts on Goal""},{""detail"":""12""},{""detail"":""2""},{""detail"":""Saves""},{""detail"":""9""},{""detail"":""2""},{""detail"":""Corners""},{""detail"":""5""},{""detail"":""7""},{""detail"":""Fouls""},{""detail"":""13""},{""detail"":""0""},{""detail"":""Offsides""},{""detail"":""2""},{""detail"":""401""},{""detail"":""Total Passes""},{""detail"":""262""},{""detail"":""299""},{""detail"":""Accurate Passes""},{""detail"":""169""},{""detail"":""75""},{""detail"":""Pass Accuracy(%)""},{""detail"":""65""}]"
"1716287975-164","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=15","2‑2","https://thefishy.co.uk/livematch2/lausanne-sports-v-fc-zurich-657954","Lausanne Sports","FC Zurich","09-May-2021 15:00","[{""detail"":""4""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""63""},{""detail"":""Possession""},{""detail"":""37""},{""detail"":""6""},{""detail"":""Shots on Target""},{""detail"":""4""},{""detail"":""6""},{""detail"":""Shots off Target""},{""detail"":""6""},{""detail"":""6""},{""detail"":""Shots Outside Box""},{""detail"":""7""},{""detail"":""6""},{""detail"":""Shots Per Goal""},{""detail"":""5""},{""detail"":""3""},{""detail"":""Shots Blocked""},{""detail"":""1""},{""detail"":""12""},{""detail"":""Attempts on Goal""},{""detail"":""10""},{""detail"":""3""},{""detail"":""Saves""},{""detail"":""4""},{""detail"":""4""},{""detail"":""Corners""},{""detail"":""4""},{""detail"":""16""},{""detail"":""Fouls""},{""detail"":""13""},{""detail"":""1""},{""detail"":""Offsides""},{""detail"":""2""},{""detail"":""496""},{""detail"":""Total Passes""},{""detail"":""284""},{""detail"":""422""},{""detail"":""Accurate Passes""},{""detail"":""199""},{""detail"":""85""},{""detail"":""Pass Accuracy(%)""},{""detail"":""70""}]"
"1716287977-165","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=15","3‑0","https://thefishy.co.uk/livematch2/fc-luzern-v-servette-fc-657956","FC Luzern","Servette FC","09-May-2021 15:00","[{""detail"":""4""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""43""},{""detail"":""Possession""},{""detail"":""57""},{""detail"":""10""},{""detail"":""Shots on Target""},{""detail"":""2""},{""detail"":""3""},{""detail"":""Shots off Target""},{""detail"":""6""},{""detail"":""6""},{""detail"":""Shots Outside Box""},{""detail"":""5""},{""detail"":""4.3""},{""detail"":""Shots Per Goal""},{""detail"":""N/A""},{""detail"":""4""},{""detail"":""Shots Blocked""},{""detail"":""1""},{""detail"":""13""},{""detail"":""Attempts on Goal""},{""detail"":""8""},{""detail"":""2""},{""detail"":""Saves""},{""detail"":""7""},{""detail"":""5""},{""detail"":""Corners""},{""detail"":""5""},{""detail"":""12""},{""detail"":""Fouls""},{""detail"":""11""},{""detail"":""0""},{""detail"":""Offsides""},{""detail"":""2""},{""detail"":""393""},{""detail"":""Total Passes""},{""detail"":""513""},{""detail"":""292""},{""detail"":""Accurate Passes""},{""detail"":""429""},{""detail"":""74""},{""detail"":""Pass Accuracy(%)""},{""detail"":""84""}]"
"1716287981-166","https://thefishy.co.uk/football-results.php?table=38&season=18","","0‑2","https://thefishy.co.uk/livematch2/fc-vaduz-v-young-boys-657962","FC Vaduz","Young Boys","11-May-2021 17:15","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""48""},{""detail"":""Possession""},{""detail"":""52""},{""detail"":""2""},{""detail"":""Shots on Target""},{""detail"":""3""},{""detail"":""6""},{""detail"":""Shots off Target""},{""detail"":""9""},{""detail"":""8""},{""detail"":""Shots Outside Box""},{""detail"":""7""},{""detail"":""N/A""},{""detail"":""Shots Per Goal""},{""detail"":""6""},{""detail"":""3""},{""detail"":""Shots Blocked""},{""detail"":""5""},{""detail"":""8""},{""detail"":""Attempts on Goal""},{""detail"":""12""},{""detail"":""1""},{""detail"":""Saves""},{""detail"":""2""},{""detail"":""6""},{""detail"":""Corners""},{""detail"":""8""},{""detail"":""14""},{""detail"":""Fouls""},{""detail"":""12""},{""detail"":""0""},{""detail"":""Offsides""},{""detail"":""2""},{""detail"":""408""},{""detail"":""Total Passes""},{""detail"":""429""},{""detail"":""312""},{""detail"":""Accurate Passes""},{""detail"":""350""},{""detail"":""76""},{""detail"":""Pass Accuracy(%)""},{""detail"":""82""}]"
"1716287983-167","https://thefishy.co.uk/football-results.php?table=38&season=18","","2‑0","https://thefishy.co.uk/livematch2/basel-v-fc-lugano-657959","Basel","FC Lugano","11-May-2021 19:30","[{""detail"":""3""},{""detail"":""Substitutions""},{""detail"":""3""},{""detail"":""62""},{""detail"":""Possession""},{""detail"":""38""},{""detail"":""4""},{""detail"":""Shots on Target""},{""detail"":""2""},{""detail"":""3""},{""detail"":""Shots off Target""},{""detail"":""7""},{""detail"":""3""},{""detail"":""Shots Outside Box""},{""detail"":""3""},{""detail"":""3.5""},{""detail"":""Shots Per Goal""},{""detail"":""N/A""},{""detail"":""4""},{""detail"":""Shots Blocked""},{""detail"":""4""},{""detail"":""7""},{""detail"":""Attempts on Goal""},{""detail"":""9""},{""detail"":""2""},{""detail"":""Saves""},{""detail"":""3""},{""detail"":""2""},{""detail"":""Corners""},{""detail"":""7""},{""detail"":""17""},{""detail"":""Fouls""},{""detail"":""12""},{""detail"":""0""},{""detail"":""Offsides""},{""detail"":""2""},{""detail"":""560""},{""detail"":""Total Passes""},{""detail"":""315""},{""detail"":""462""},{""detail"":""Accurate Passes""},{""detail"":""231""},{""detail"":""83""},{""detail"":""Pass Accuracy(%)""},{""detail"":""73""}]"
"1716287985-168","https://thefishy.co.uk/football-results.php?table=38&season=18","","1‑4","https://thefishy.co.uk/livematch2/servette-fc-v-lausanne-sports-657960","Servette FC","Lausanne Sports","12-May-2021 17:15","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""63""},{""detail"":""Possession""},{""detail"":""37""},{""detail"":""7""},{""detail"":""Shots on Target""},{""detail"":""4""},{""detail"":""7""},{""detail"":""Shots off Target""},{""detail"":""2""},{""detail"":""5""},{""detail"":""Shots Outside Box""},{""detail"":""2""},{""detail"":""14""},{""detail"":""Shots Per Goal""},{""detail"":""1.5""},{""detail"":""2""},{""detail"":""Shots Blocked""},{""detail"":""2""},{""detail"":""14""},{""detail"":""Attempts on Goal""},{""detail"":""6""},{""detail"":""0""},{""detail"":""Saves""},{""detail"":""6""},{""detail"":""5""},{""detail"":""Corners""},{""detail"":""2""},{""detail"":""10""},{""detail"":""Fouls""},{""detail"":""7""},{""detail"":""1""},{""detail"":""Offsides""},{""detail"":""1""},{""detail"":""653""},{""detail"":""Total Passes""},{""detail"":""374""},{""detail"":""564""},{""detail"":""Accurate Passes""},{""detail"":""297""},{""detail"":""86""},{""detail"":""Pass Accuracy(%)""},{""detail"":""79""}]"
"1716287987-169","https://thefishy.co.uk/football-results.php?table=38&season=18","","2‑2","https://thefishy.co.uk/livematch2/fc-zurich-v-st-gallen-657963","FC Zurich","St Gallen","12-May-2021 19:30","[{""detail"":""4""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""33""},{""detail"":""Possession""},{""detail"":""67""},{""detail"":""6""},{""detail"":""Shots on Target""},{""detail"":""8""},{""detail"":""6""},{""detail"":""Shots off Target""},{""detail"":""10""},{""detail"":""3""},{""detail"":""Shots Outside Box""},{""detail"":""8""},{""detail"":""6""},{""detail"":""Shots Per Goal""},{""detail"":""9""},{""detail"":""4""},{""detail"":""Shots Blocked""},{""detail"":""8""},{""detail"":""12""},{""detail"":""Attempts on Goal""},{""detail"":""18""},{""detail"":""5""},{""detail"":""Saves""},{""detail"":""4""},{""detail"":""6""},{""detail"":""Corners""},{""detail"":""12""},{""detail"":""12""},{""detail"":""Fouls""},{""detail"":""8""},{""detail"":""4""},{""detail"":""Offsides""},{""detail"":""0""},{""detail"":""260""},{""detail"":""Total Passes""},{""detail"":""526""},{""detail"":""146""},{""detail"":""Accurate Passes""},{""detail"":""414""},{""detail"":""56""},{""detail"":""Pass Accuracy(%)""},{""detail"":""79""}]"
"1716287989-170","https://thefishy.co.uk/football-results.php?table=38&season=18","","1‑1","https://thefishy.co.uk/livematch2/fc-sion-v-fc-luzern-657961","FC Sion","FC Luzern","12-May-2021 19:30","[{""detail"":""4""},{""detail"":""Substitutions""},{""detail"":""3""},{""detail"":""46""},{""detail"":""Possession""},{""detail"":""54""},{""detail"":""3""},{""detail"":""Shots on Target""},{""detail"":""8""},{""detail"":""3""},{""detail"":""Shots off Target""},{""detail"":""5""},{""detail"":""2""},{""detail"":""Shots Outside Box""},{""detail"":""8""},{""detail"":""6""},{""detail"":""Shots Per Goal""},{""detail"":""13""},{""detail"":""0""},{""detail"":""Shots Blocked""},{""detail"":""6""},{""detail"":""6""},{""detail"":""Attempts on Goal""},{""detail"":""13""},{""detail"":""7""},{""detail"":""Saves""},{""detail"":""2""},{""detail"":""5""},{""detail"":""Corners""},{""detail"":""7""},{""detail"":""11""},{""detail"":""Fouls""},{""detail"":""9""},{""detail"":""0""},{""detail"":""Offsides""},{""detail"":""4""},{""detail"":""382""},{""detail"":""Total Passes""},{""detail"":""449""},{""detail"":""278""},{""detail"":""Accurate Passes""},{""detail"":""358""},{""detail"":""73""},{""detail"":""Pass Accuracy(%)""},{""detail"":""80""}]"
"1716287992-171","https://thefishy.co.uk/football-results.php?table=38&season=18","","5‑2","https://thefishy.co.uk/livematch2/young-boys-v-fc-luzern-657968","Young Boys","FC Luzern","15-May-2021 19:30","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""67""},{""detail"":""Possession""},{""detail"":""33""},{""detail"":""6""},{""detail"":""Shots on Target""},{""detail"":""4""},{""detail"":""10""},{""detail"":""Shots off Target""},{""detail"":""7""},{""detail"":""5""},{""detail"":""Shots Outside Box""},{""detail"":""7""},{""detail"":""3.2""},{""detail"":""Shots Per Goal""},{""detail"":""5.5""},{""detail"":""3""},{""detail"":""Shots Blocked""},{""detail"":""4""},{""detail"":""16""},{""detail"":""Attempts on Goal""},{""detail"":""11""},{""detail"":""2""},{""detail"":""Saves""},{""detail"":""1""},{""detail"":""7""},{""detail"":""Corners""},{""detail"":""3""},{""detail"":""11""},{""detail"":""Fouls""},{""detail"":""12""},{""detail"":""2""},{""detail"":""Offsides""},{""detail"":""1""},{""detail"":""559""},{""detail"":""Total Passes""},{""detail"":""279""},{""detail"":""494""},{""detail"":""Accurate Passes""},{""detail"":""199""},{""detail"":""88""},{""detail"":""Pass Accuracy(%)""},{""detail"":""71""}]"
"1716287994-172","https://thefishy.co.uk/football-results.php?table=38&season=18","","5‑0","https://thefishy.co.uk/livematch2/st-gallen-v-lausanne-sports-657966","St Gallen","Lausanne Sports","15-May-2021 19:30","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""51""},{""detail"":""Possession""},{""detail"":""49""},{""detail"":""10""},{""detail"":""Shots on Target""},{""detail"":""2""},{""detail"":""5""},{""detail"":""Shots off Target""},{""detail"":""3""},{""detail"":""8""},{""detail"":""Shots Outside Box""},{""detail"":""4""},{""detail"":""3""},{""detail"":""Shots Per Goal""},{""detail"":""N/A""},{""detail"":""4""},{""detail"":""Shots Blocked""},{""detail"":""1""},{""detail"":""15""},{""detail"":""Attempts on Goal""},{""detail"":""5""},{""detail"":""2""},{""detail"":""Saves""},{""detail"":""5""},{""detail"":""6""},{""detail"":""Corners""},{""detail"":""6""},{""detail"":""13""},{""detail"":""Fouls""},{""detail"":""9""},{""detail"":""418""},{""detail"":""Total Passes""},{""detail"":""387""},{""detail"":""327""},{""detail"":""Accurate Passes""},{""detail"":""289""},{""detail"":""78""},{""detail"":""Pass Accuracy(%)""},{""detail"":""75""}]"
