web-scraper-order,web-scraper-start-url,navigation,scoreLink,scoreLink-href,HTeam,ATeam,date,detail
"1716287609-1","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=90","2‑3","https://thefishy.co.uk/livematch2/fc-sion-v-basel-608376","FC Sion","Basel","28-Jan-2021 19:30","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""2""},{""detail"":""52""},{""detail"":""Possession""},{""detail"":""48""},{""detail"":""3""},{""detail"":""Shots on Target""},{""detail"":""7""},{""detail"":""5""},{""detail"":""Shots off Target""},{""detail"":""5""},{""detail"":""6""},{""detail"":""Shots Outside Box""},{""detail"":""0""},{""detail"":""4""},{""detail"":""Shots Per Goal""},{""detail"":""4""},{""detail"":""5""},{""detail"":""Shots Blocked""},{""detail"":""2""},{""detail"":""8""},{""detail"":""Attempts on Goal""},{""detail"":""12""},{""detail"":""4""},{""detail"":""Saves""},{""detail"":""1""},{""detail"":""5""},{""detail"":""Corners""},{""detail"":""8""},{""detail"":""17""},{""detail"":""Fouls""},{""detail"":""7""},{""detail"":""0""},{""detail"":""Offsides""},{""detail"":""2""},{""detail"":""407""},{""detail"":""Total Passes""},{""detail"":""381""},{""detail"":""296""},{""detail"":""Accurate Passes""},{""detail"":""278""},{""detail"":""73""},{""detail"":""Pass Accuracy(%)""},{""detail"":""73""}]"
"1716287611-2","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=90","2‑3","https://thefishy.co.uk/livematch2/st-gallen-v-fc-zurich-608382","St Gallen","FC Zurich","30-Jan-2021 19:30","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""4""},{""detail"":""63""},{""detail"":""Possession""},{""detail"":""37""},{""detail"":""5""},{""detail"":""Shots on Target""},{""detail"":""8""},{""detail"":""9""},{""detail"":""Shots off Target""},{""detail"":""7""},{""detail"":""8""},{""detail"":""Shots Outside Box""},{""detail"":""1""},{""detail"":""7""},{""detail"":""Shots Per Goal""},{""detail"":""5""},{""detail"":""6""},{""detail"":""Shots Blocked""},{""detail"":""0""},{""detail"":""14""},{""detail"":""Attempts on Goal""},{""detail"":""15""},{""detail"":""5""},{""detail"":""Saves""},{""detail"":""4""},{""detail"":""11""},{""detail"":""Corners""},{""detail"":""2""},{""detail"":""16""},{""detail"":""Fouls""},{""detail"":""10""},{""detail"":""1""},{""detail"":""Offsides""},{""detail"":""2""},{""detail"":""456""},{""detail"":""Total Passes""},{""detail"":""267""},{""detail"":""334""},{""detail"":""Accurate Passes""},{""detail"":""161""},{""detail"":""73""},{""detail"":""Pass Accuracy(%)""},{""detail"":""60""}]"
"1716287613-3","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=90","2‑1","https://thefishy.co.uk/livematch2/young-boys-v-fc-sion-608384","Young Boys","FC Sion","31-Jan-2021 15:00","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""58""},{""detail"":""Possession""},{""detail"":""42""},{""detail"":""10""},{""detail"":""Shots on Target""},{""detail"":""4""},{""detail"":""6""},{""detail"":""Shots off Target""},{""detail"":""3""},{""detail"":""7""},{""detail"":""Shots Outside Box""},{""detail"":""2""},{""detail"":""8""},{""detail"":""Shots Per Goal""},{""detail"":""7""},{""detail"":""5""},{""detail"":""Shots Blocked""},{""detail"":""0""},{""detail"":""16""},{""detail"":""Attempts on Goal""},{""detail"":""7""},{""detail"":""3""},{""detail"":""Saves""},{""detail"":""8""},{""detail"":""10""},{""detail"":""Corners""},{""detail"":""2""},{""detail"":""15""},{""detail"":""Fouls""},{""detail"":""19""},{""detail"":""3""},{""detail"":""Offsides""},{""detail"":""1""},{""detail"":""470""},{""detail"":""Total Passes""},{""detail"":""347""},{""detail"":""356""},{""detail"":""Accurate Passes""},{""detail"":""221""},{""detail"":""76""},{""detail"":""Pass Accuracy(%)""},{""detail"":""64""}]"
"1716287615-4","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=90","1‑1","https://thefishy.co.uk/livematch2/servette-fc-v-lausanne-sports-608381","Servette FC","Lausanne Sports","31-Jan-2021 15:00","[{""detail"":""4""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""70""},{""detail"":""Possession""},{""detail"":""30""},{""detail"":""3""},{""detail"":""Shots on Target""},{""detail"":""7""},{""detail"":""8""},{""detail"":""Shots off Target""},{""detail"":""0""},{""detail"":""9""},{""detail"":""Shots Outside Box""},{""detail"":""6""},{""detail"":""11""},{""detail"":""Shots Per Goal""},{""detail"":""7""},{""detail"":""7""},{""detail"":""Shots Blocked""},{""detail"":""4""},{""detail"":""11""},{""detail"":""Attempts on Goal""},{""detail"":""7""},{""detail"":""6""},{""detail"":""Saves""},{""detail"":""2""},{""detail"":""9""},{""detail"":""Corners""},{""detail"":""2""},{""detail"":""8""},{""detail"":""Fouls""},{""detail"":""10""},{""detail"":""1""},{""detail"":""Offsides""},{""detail"":""0""},{""detail"":""620""},{""detail"":""Total Passes""},{""detail"":""275""},{""detail"":""541""},{""detail"":""Accurate Passes""},{""detail"":""187""},{""detail"":""87""},{""detail"":""Pass Accuracy(%)""},{""detail"":""68""}]"
"1716287617-5","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=90","2‑2","https://thefishy.co.uk/livematch2/basel-v-fc-lugano-608380","Basel","FC Lugano","31-Jan-2021 15:00","[{""detail"":""4""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""65""},{""detail"":""Possession""},{""detail"":""35""},{""detail"":""5""},{""detail"":""Shots on Target""},{""detail"":""3""},{""detail"":""6""},{""detail"":""Shots off Target""},{""detail"":""4""},{""detail"":""6""},{""detail"":""Shots Outside Box""},{""detail"":""5""},{""detail"":""5.5""},{""detail"":""Shots Per Goal""},{""detail"":""3.5""},{""detail"":""2""},{""detail"":""Shots Blocked""},{""detail"":""5""},{""detail"":""11""},{""detail"":""Attempts on Goal""},{""detail"":""7""},{""detail"":""1""},{""detail"":""Saves""},{""detail"":""3""},{""detail"":""8""},{""detail"":""Corners""},{""detail"":""5""},{""detail"":""13""},{""detail"":""Fouls""},{""detail"":""12""},{""detail"":""1""},{""detail"":""Offsides""},{""detail"":""1""},{""detail"":""564""},{""detail"":""Total Passes""},{""detail"":""282""},{""detail"":""475""},{""detail"":""Accurate Passes""},{""detail"":""188""},{""detail"":""84""},{""detail"":""Pass Accuracy(%)""},{""detail"":""67""}]"
"1716287620-6","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=90","1‑4","https://thefishy.co.uk/livematch2/fc-zurich-v-young-boys-608389","FC Zurich","Young Boys","03-Feb-2021 17:15","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""34""},{""detail"":""Possession""},{""detail"":""66""},{""detail"":""5""},{""detail"":""Shots on Target""},{""detail"":""7""},{""detail"":""2""},{""detail"":""Shots off Target""},{""detail"":""8""},{""detail"":""3""},{""detail"":""Shots Outside Box""},{""detail"":""4""},{""detail"":""7""},{""detail"":""Shots Per Goal""},{""detail"":""3.8""},{""detail"":""0""},{""detail"":""Shots Blocked""},{""detail"":""5""},{""detail"":""7""},{""detail"":""Attempts on Goal""},{""detail"":""15""},{""detail"":""3""},{""detail"":""Saves""},{""detail"":""4""},{""detail"":""2""},{""detail"":""Corners""},{""detail"":""6""},{""detail"":""8""},{""detail"":""Fouls""},{""detail"":""17""},{""detail"":""1""},{""detail"":""Offsides""},{""detail"":""1""},{""detail"":""311""},{""detail"":""Total Passes""},{""detail"":""599""},{""detail"":""231""},{""detail"":""Accurate Passes""},{""detail"":""520""},{""detail"":""74""},{""detail"":""Pass Accuracy(%)""},{""detail"":""87""}]"
"1716287622-7","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=90","3‑2","https://thefishy.co.uk/livematch2/fc-sion-v-st-gallen-608388","FC Sion","St Gallen","03-Feb-2021 19:30","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""49""},{""detail"":""Possession""},{""detail"":""51""},{""detail"":""10""},{""detail"":""Shots on Target""},{""detail"":""5""},{""detail"":""8""},{""detail"":""Shots off Target""},{""detail"":""9""},{""detail"":""7""},{""detail"":""Shots Outside Box""},{""detail"":""7""},{""detail"":""6""},{""detail"":""Shots Per Goal""},{""detail"":""7""},{""detail"":""8""},{""detail"":""Shots Blocked""},{""detail"":""3""},{""detail"":""18""},{""detail"":""Attempts on Goal""},{""detail"":""14""},{""detail"":""4""},{""detail"":""Saves""},{""detail"":""6""},{""detail"":""5""},{""detail"":""Corners""},{""detail"":""5""},{""detail"":""16""},{""detail"":""Fouls""},{""detail"":""15""},{""detail"":""3""},{""detail"":""Offsides""},{""detail"":""1""},{""detail"":""355""},{""detail"":""Total Passes""},{""detail"":""355""},{""detail"":""233""},{""detail"":""Accurate Passes""},{""detail"":""236""},{""detail"":""66""},{""detail"":""Pass Accuracy(%)""},{""detail"":""66""}]"
"1716287624-8","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=90","1‑1","https://thefishy.co.uk/livematch2/fc-lugano-v-fc-vaduz-608386","FC Lugano","FC Vaduz","03-Feb-2021 19:30","[{""detail"":""3""},{""detail"":""Substitutions""},{""detail"":""3""},{""detail"":""66""},{""detail"":""Possession""},{""detail"":""34""},{""detail"":""3""},{""detail"":""Shots on Target""},{""detail"":""2""},{""detail"":""5""},{""detail"":""Shots off Target""},{""detail"":""3""},{""detail"":""5""},{""detail"":""Shots Outside Box""},{""detail"":""2""},{""detail"":""8""},{""detail"":""Shots Per Goal""},{""detail"":""5""},{""detail"":""3""},{""detail"":""Shots Blocked""},{""detail"":""2""},{""detail"":""8""},{""detail"":""Attempts on Goal""},{""detail"":""5""},{""detail"":""1""},{""detail"":""Saves""},{""detail"":""2""},{""detail"":""5""},{""detail"":""Corners""},{""detail"":""3""},{""detail"":""13""},{""detail"":""Fouls""},{""detail"":""13""},{""detail"":""1""},{""detail"":""Offsides""},{""detail"":""1""},{""detail"":""577""},{""detail"":""Total Passes""},{""detail"":""285""},{""detail"":""489""},{""detail"":""Accurate Passes""},{""detail"":""208""},{""detail"":""85""},{""detail"":""Pass Accuracy(%)""},{""detail"":""73""}]"
"1716287626-9","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=90","3‑0","https://thefishy.co.uk/livematch2/fc-luzern-v-servette-fc-608387","FC Luzern","Servette FC","04-Feb-2021 17:15","[{""detail"":""4""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""43""},{""detail"":""Possession""},{""detail"":""57""},{""detail"":""3""},{""detail"":""Shots on Target""},{""detail"":""3""},{""detail"":""6""},{""detail"":""Shots off Target""},{""detail"":""5""},{""detail"":""4""},{""detail"":""Shots Outside Box""},{""detail"":""4""},{""detail"":""3""},{""detail"":""Shots Per Goal""},{""detail"":""N/A""},{""detail"":""5""},{""detail"":""Shots Blocked""},{""detail"":""1""},{""detail"":""9""},{""detail"":""Attempts on Goal""},{""detail"":""8""},{""detail"":""3""},{""detail"":""Saves""},{""detail"":""0""},{""detail"":""3""},{""detail"":""Corners""},{""detail"":""3""},{""detail"":""17""},{""detail"":""Fouls""},{""detail"":""16""},{""detail"":""2""},{""detail"":""Offsides""},{""detail"":""0""},{""detail"":""404""},{""detail"":""Total Passes""},{""detail"":""522""},{""detail"":""329""},{""detail"":""Accurate Passes""},{""detail"":""445""},{""detail"":""81""},{""detail"":""Pass Accuracy(%)""},{""detail"":""85""}]"
"1716287628-10","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=90","1‑3","https://thefishy.co.uk/livematch2/lausanne-sports-v-basel-608385","Lausanne Sports","Basel","04-Feb-2021 19:30","[{""detail"":""4""},{""detail"":""Substitutions""},{""detail"":""3""},{""detail"":""58""},{""detail"":""Possession""},{""detail"":""42""},{""detail"":""2""},{""detail"":""Shots on Target""},{""detail"":""4""},{""detail"":""7""},{""detail"":""Shots off Target""},{""detail"":""2""},{""detail"":""6""},{""detail"":""Shots Outside Box""},{""detail"":""3""},{""detail"":""9""},{""detail"":""Shots Per Goal""},{""detail"":""2""},{""detail"":""2""},{""detail"":""Shots Blocked""},{""detail"":""2""},{""detail"":""9""},{""detail"":""Attempts on Goal""},{""detail"":""6""},{""detail"":""1""},{""detail"":""Saves""},{""detail"":""1""},{""detail"":""1""},{""detail"":""Corners""},{""detail"":""2""},{""detail"":""13""},{""detail"":""Fouls""},{""detail"":""4""},{""detail"":""534""},{""detail"":""Total Passes""},{""detail"":""374""},{""detail"":""458""},{""detail"":""Accurate Passes""},{""detail"":""290""},{""detail"":""86""},{""detail"":""Pass Accuracy(%)""},{""detail"":""78""}]"
"1716287630-11","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=90","3‑2","https://thefishy.co.uk/livematch2/fc-vaduz-v-fc-zurich-657884","FC Vaduz","FC Zurich","06-Feb-2021 19:30","[{""detail"":""4""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""51""},{""detail"":""Possession""},{""detail"":""49""},{""detail"":""6""},{""detail"":""Shots on Target""},{""detail"":""3""},{""detail"":""6""},{""detail"":""Shots off Target""},{""detail"":""7""},{""detail"":""7""},{""detail"":""Shots Outside Box""},{""detail"":""5""},{""detail"":""4""},{""detail"":""Shots Per Goal""},{""detail"":""5""},{""detail"":""4""},{""detail"":""Shots Blocked""},{""detail"":""2""},{""detail"":""12""},{""detail"":""Attempts on Goal""},{""detail"":""10""},{""detail"":""1""},{""detail"":""Saves""},{""detail"":""3""},{""detail"":""5""},{""detail"":""Corners""},{""detail"":""2""},{""detail"":""21""},{""detail"":""Fouls""},{""detail"":""17""},{""detail"":""0""},{""detail"":""Offsides""},{""detail"":""1""},{""detail"":""359""},{""detail"":""Total Passes""},{""detail"":""334""},{""detail"":""267""},{""detail"":""Accurate Passes""},{""detail"":""240""},{""detail"":""74""},{""detail"":""Pass Accuracy(%)""},{""detail"":""72""}]"
"1716287632-12","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=90","4‑2","https://thefishy.co.uk/livematch2/servette-fc-v-fc-luzern-657887","Servette FC","FC Luzern","07-Feb-2021 15:00","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""47""},{""detail"":""Possession""},{""detail"":""53""},{""detail"":""8""},{""detail"":""Shots on Target""},{""detail"":""4""},{""detail"":""5""},{""detail"":""Shots off Target""},{""detail"":""3""},{""detail"":""5""},{""detail"":""Shots Outside Box""},{""detail"":""6""},{""detail"":""3.3""},{""detail"":""Shots Per Goal""},{""detail"":""3.5""},{""detail"":""4""},{""detail"":""Shots Blocked""},{""detail"":""2""},{""detail"":""13""},{""detail"":""Attempts on Goal""},{""detail"":""7""},{""detail"":""2""},{""detail"":""Saves""},{""detail"":""3""},{""detail"":""5""},{""detail"":""Corners""},{""detail"":""7""},{""detail"":""12""},{""detail"":""Fouls""},{""detail"":""13""},{""detail"":""2""},{""detail"":""Offsides""},{""detail"":""2""},{""detail"":""390""},{""detail"":""Total Passes""},{""detail"":""426""},{""detail"":""303""},{""detail"":""Accurate Passes""},{""detail"":""338""},{""detail"":""78""},{""detail"":""Pass Accuracy(%)""},{""detail"":""79""}]"
"1716287637-13","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=90","2‑2","https://thefishy.co.uk/livematch2/basel-v-fc-sion-657886","Basel","FC Sion","07-Feb-2021 15:00","[{""detail"":""3""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""54""},{""detail"":""Possession""},{""detail"":""46""},{""detail"":""7""},{""detail"":""Shots on Target""},{""detail"":""4""},{""detail"":""5""},{""detail"":""Shots off Target""},{""detail"":""6""},{""detail"":""3""},{""detail"":""Shots Outside Box""},{""detail"":""5""},{""detail"":""6""},{""detail"":""Shots Per Goal""},{""detail"":""5""},{""detail"":""6""},{""detail"":""Shots Blocked""},{""detail"":""1""},{""detail"":""12""},{""detail"":""Attempts on Goal""},{""detail"":""10""},{""detail"":""2""},{""detail"":""Saves""},{""detail"":""5""},{""detail"":""10""},{""detail"":""Corners""},{""detail"":""3""},{""detail"":""17""},{""detail"":""Fouls""},{""detail"":""15""},{""detail"":""5""},{""detail"":""Offsides""},{""detail"":""1""},{""detail"":""440""},{""detail"":""Total Passes""},{""detail"":""370""},{""detail"":""349""},{""detail"":""Accurate Passes""},{""detail"":""278""},{""detail"":""79""},{""detail"":""Pass Accuracy(%)""},{""detail"":""75""}]"
"1716287639-14","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=90","4‑2","https://thefishy.co.uk/livematch2/young-boys-v-lausanne-sports-657888","Young Boys","Lausanne Sports","07-Feb-2021 19:30","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""53""},{""detail"":""Possession""},{""detail"":""47""},{""detail"":""6""},{""detail"":""Shots on Target""},{""detail"":""4""},{""detail"":""5""},{""detail"":""Shots off Target""},{""detail"":""3""},{""detail"":""2""},{""detail"":""Shots Outside Box""},{""detail"":""3""},{""detail"":""2.8""},{""detail"":""Shots Per Goal""},{""detail"":""3.5""},{""detail"":""1""},{""detail"":""Shots Blocked""},{""detail"":""2""},{""detail"":""11""},{""detail"":""Attempts on Goal""},{""detail"":""7""},{""detail"":""2""},{""detail"":""Saves""},{""detail"":""2""},{""detail"":""5""},{""detail"":""Corners""},{""detail"":""4""},{""detail"":""11""},{""detail"":""Fouls""},{""detail"":""9""},{""detail"":""0""},{""detail"":""Offsides""},{""detail"":""1""},{""detail"":""403""},{""detail"":""Total Passes""},{""detail"":""348""},{""detail"":""327""},{""detail"":""Accurate Passes""},{""detail"":""275""},{""detail"":""81""},{""detail"":""Pass Accuracy(%)""},{""detail"":""79""}]"
"1716287643-15","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=90","2‑2","https://thefishy.co.uk/livematch2/servette-fc-v-st-gallen-608373","Servette FC","St Gallen","10-Feb-2021 17:15","[{""detail"":""4""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""52""},{""detail"":""Possession""},{""detail"":""48""},{""detail"":""5""},{""detail"":""Shots on Target""},{""detail"":""7""},{""detail"":""9""},{""detail"":""Shots off Target""},{""detail"":""7""},{""detail"":""6""},{""detail"":""Shots Outside Box""},{""detail"":""8""},{""detail"":""7""},{""detail"":""Shots Per Goal""},{""detail"":""7""},{""detail"":""3""},{""detail"":""Shots Blocked""},{""detail"":""1""},{""detail"":""14""},{""detail"":""Attempts on Goal""},{""detail"":""14""},{""detail"":""5""},{""detail"":""Saves""},{""detail"":""4""},{""detail"":""7""},{""detail"":""Corners""},{""detail"":""7""},{""detail"":""13""},{""detail"":""Fouls""},{""detail"":""10""},{""detail"":""1""},{""detail"":""Offsides""},{""detail"":""3""},{""detail"":""426""},{""detail"":""Total Passes""},{""detail"":""403""},{""detail"":""327""},{""detail"":""Accurate Passes""},{""detail"":""289""},{""detail"":""77""},{""detail"":""Pass Accuracy(%)""},{""detail"":""72""}]"
"1716287645-16","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=105","0‑1","https://thefishy.co.uk/livematch2/fc-zurich-v-servette-fc-608364","FC Zurich","Servette FC","20-Dec-2020 15:00","[{""detail"":""4""},{""detail"":""Substitutions""},{""detail"":""3""},{""detail"":""36""},{""detail"":""Possession""},{""detail"":""64""},{""detail"":""1""},{""detail"":""Shots on Target""},{""detail"":""4""},{""detail"":""3""},{""detail"":""Shots off Target""},{""detail"":""12""},{""detail"":""3""},{""detail"":""Shots Outside Box""},{""detail"":""7""},{""detail"":""N/A""},{""detail"":""Shots Per Goal""},{""detail"":""16""},{""detail"":""2""},{""detail"":""Shots Blocked""},{""detail"":""8""},{""detail"":""4""},{""detail"":""Attempts on Goal""},{""detail"":""16""},{""detail"":""3""},{""detail"":""Saves""},{""detail"":""1""},{""detail"":""2""},{""detail"":""Corners""},{""detail"":""6""},{""detail"":""14""},{""detail"":""Fouls""},{""detail"":""14""},{""detail"":""338""},{""detail"":""Total Passes""},{""detail"":""580""},{""detail"":""255""},{""detail"":""Accurate Passes""},{""detail"":""492""},{""detail"":""75""},{""detail"":""Pass Accuracy(%)""},{""detail"":""85""}]"
"1716287648-17","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=105","2‑1","https://thefishy.co.uk/livematch2/fc-sion-v-fc-vaduz-608362","FC Sion","FC Vaduz","20-Dec-2020 15:00","[{""detail"":""3""},{""detail"":""Substitutions""},{""detail"":""3""},{""detail"":""51""},{""detail"":""Possession""},{""detail"":""49""},{""detail"":""5""},{""detail"":""Shots on Target""},{""detail"":""3""},{""detail"":""7""},{""detail"":""Shots off Target""},{""detail"":""6""},{""detail"":""8""},{""detail"":""Shots Outside Box""},{""detail"":""3""},{""detail"":""6""},{""detail"":""Shots Per Goal""},{""detail"":""9""},{""detail"":""2""},{""detail"":""Shots Blocked""},{""detail"":""2""},{""detail"":""12""},{""detail"":""Attempts on Goal""},{""detail"":""9""},{""detail"":""2""},{""detail"":""Saves""},{""detail"":""3""},{""detail"":""6""},{""detail"":""Corners""},{""detail"":""1""},{""detail"":""17""},{""detail"":""Fouls""},{""detail"":""9""},{""detail"":""2""},{""detail"":""Offsides""},{""detail"":""2""},{""detail"":""461""},{""detail"":""Total Passes""},{""detail"":""449""},{""detail"":""380""},{""detail"":""Accurate Passes""},{""detail"":""359""},{""detail"":""82""},{""detail"":""Pass Accuracy(%)""},{""detail"":""80""}]"
"1716287650-18","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=105","1‑2","https://thefishy.co.uk/livematch2/st-gallen-v-young-boys-608368","St Gallen","Young Boys","22-Dec-2020 19:30","[{""detail"":""5""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""48""},{""detail"":""Possession""},{""detail"":""52""},{""detail"":""4""},{""detail"":""Shots on Target""},{""detail"":""6""},{""detail"":""3""},{""detail"":""Shots off Target""},{""detail"":""4""},{""detail"":""5""},{""detail"":""Shots Outside Box""},{""detail"":""1""},{""detail"":""7""},{""detail"":""Shots Per Goal""},{""detail"":""5""},{""detail"":""7""},{""detail"":""Shots Blocked""},{""detail"":""2""},{""detail"":""7""},{""detail"":""Attempts on Goal""},{""detail"":""10""},{""detail"":""4""},{""detail"":""Saves""},{""detail"":""3""},{""detail"":""8""},{""detail"":""Corners""},{""detail"":""5""},{""detail"":""12""},{""detail"":""Fouls""},{""detail"":""13""},{""detail"":""2""},{""detail"":""Offsides""},{""detail"":""5""},{""detail"":""349""},{""detail"":""Total Passes""},{""detail"":""365""},{""detail"":""234""},{""detail"":""Accurate Passes""},{""detail"":""265""},{""detail"":""67""},{""detail"":""Pass Accuracy(%)""},{""detail"":""73""}]"
"1716287652-19","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=105","1‑1","https://thefishy.co.uk/livematch2/servette-fc-v-fc-vaduz-608367","Servette FC","FC Vaduz","23-Dec-2020 17:15","[{""detail"":""4""},{""detail"":""Substitutions""},{""detail"":""4""},{""detail"":""54""},{""detail"":""Possession""},{""detail"":""46""},{""detail"":""4""},{""detail"":""Shots on Target""},{""detail"":""3""},{""detail"":""6""},{""detail"":""Shots off Target""},{""detail"":""5""},{""detail"":""5""},{""detail"":""Shots Outside Box""},{""detail"":""6""},{""detail"":""10""},{""detail"":""Shots Per Goal""},{""detail"":""8""},{""detail"":""3""},{""detail"":""Shots Blocked""},{""detail"":""5""},{""detail"":""10""},{""detail"":""Attempts on Goal""},{""detail"":""8""},{""detail"":""2""},{""detail"":""Saves""},{""detail"":""3""},{""detail"":""2""},{""detail"":""Corners""},{""detail"":""2""},{""detail"":""9""},{""detail"":""Fouls""},{""detail"":""13""},{""detail"":""2""},{""detail"":""Offsides""},{""detail"":""0""},{""detail"":""525""},{""detail"":""Total Passes""},{""detail"":""430""},{""detail"":""443""},{""detail"":""Accurate Passes""},{""detail"":""356""},{""detail"":""84""},{""detail"":""Pass Accuracy(%)""},{""detail"":""83""}]"
"1716287654-20","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=105","1‑2","https://thefishy.co.uk/livematch2/fc-luzern-v-basel-608366","FC Luzern","Basel","23-Dec-2020 17:15","[{""detail"":""3""},{""detail"":""Substitutions""},{""detail"":""3""},{""detail"":""64""},{""detail"":""Possession""},{""detail"":""36""},{""detail"":""9""},{""detail"":""Shots on Target""},{""detail"":""3""},{""detail"":""10""},{""detail"":""Shots off Target""},{""detail"":""6""},{""detail"":""10""},{""detail"":""Shots Outside Box""},{""detail"":""7""},{""detail"":""19""},{""detail"":""Shots Per Goal""},{""detail"":""4.5""},{""detail"":""12""},{""detail"":""Shots Blocked""},{""detail"":""1""},{""detail"":""19""},{""detail"":""Attempts on Goal""},{""detail"":""9""},{""detail"":""1""},{""detail"":""Saves""},{""detail"":""8""},{""detail"":""16""},{""detail"":""Corners""},{""detail"":""4""},{""detail"":""7""},{""detail"":""Fouls""},{""detail"":""10""},{""detail"":""4""},{""detail"":""Offsides""},{""detail"":""3""},{""detail"":""439""},{""detail"":""Total Passes""},{""detail"":""252""},{""detail"":""336""},{""detail"":""Accurate Passes""},{""detail"":""158""},{""detail"":""77""},{""detail"":""Pass Accuracy(%)""},{""detail"":""63""}]"
"1716287656-21","https://thefishy.co.uk/football-results.php?table=38&season=18","https://thefishy.co.uk/football-results.php?table=38&season=18&begin=105","0‑0","https://thefishy.co.uk/livematch2/fc-zurich-v-fc-sion-608369","FC Zurich","FC Sion","23-Dec-2020 19:30","[{""detail"":""3""},{""detail"":""Substitutions""},{""detail"":""5""},{""detail"":""56""},{""detail"":""Possession""},{""detail"":""44""},{""detail"":""5""},{""detail"":""Shots on Target""},{""detail"":""2""},{""detail"":""6""},{""detail"":""Shots off Target""},{""detail"":""7""},{""detail"":""8""},{""detail"":""Shots Outside Box""},{""detail"":""4""},{""detail"":""N/A""},{""detail"":""Shots Per Goal""},{""detail"":""N/A""},{""detail"":""6""},{""detail"":""Shots Blocked""},{""detail"":""0""},{""detail"":""11""},{""detail"":""Attempts on Goal""},{""detail"":""9""},{""detail"":""2""},{""detail"":""Saves""},{""detail"":""5""},{""detail"":""7""},{""detail"":""Corners""},{""detail"":""2""},{""detail"":""8""},{""detail"":""Fouls""},{""detail"":""18""},{""detail"":""2""},{""detail"":""Offsides""},{""detail"":""0""},{""detail"":""475""},{""detail"":""Total Passes""},{""detail"":""375""},{""detail"":""357""},{""detail"":""Accurate Passes""},{""detail"":""252""},{""detail"":""75""},{""detail"":""Pass Accuracy(%)""},{""detail"":""67""}]"
